"Row ID","Order ID","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,"Product Name",Sales,Quantity,Discount,Profit,"Order Priority","Shipping Cost","Customer Tenure","Marketing Channel","Product Rating","Return Status","Payment Method","Order Date","Ship Date"
1697,US-2017-117723,"Second Class",DL-13495,"Dionis Lloyd",corporate,"United States",Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,"Office Supplies",Storage,"Tennsco Single-Tier Lockers",1801.63,6,0.2,-337.81,Critical,231.73,New,"Social Media",5,No,UPI,2017-08-15,2017-08-18
1710,CA-2016-168032,"Standard Class",DF-13135,"David Flashing",consumer,"United States",Rockford,Illinois,61107,Central,TEC-PH-10004241,Technology,Phones,"Nokia Lumia 1020",1439.97,4,0.2,144,Critical,210.22,New,"Social Media",4,No,"Cash on Delivery",2016-01-30,2016-03-02
1716,CA-2017-117114,"Standard Class",CY-12745,"Craig Yedwab",corporate,"United States",Chicago,Illinois,60610,Central,TEC-PH-10004042,Technology,Phones,"ClearOne Communications CHAT 70 OCÂ Speaker Phone",508.77,4,0.2,38.16,High,63.45,Returning,"Social Media",3,No,UPI,2017-10-31,2017-05-11
1738,CA-2017-153045,"Second Class",NS-18505,"Neola Schneider",consumer,"United States",Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",429.6,2,0.4,-93.08,Medium,51.94,New,Direct,4,No,"Credit Card",2017-01-19,2017-01-24
1766,CA-2016-164770,"Second Class",MY-18295,"Muhammed Yedwab",corporate,"United States",Houston,Texas,77036,Central,FUR-BO-10003893,Furniture,Bookcases,"Sauder Camden County Collection Library",781.86,10,0.32,-137.98,Low,105.72,New,"Social Media",3,No,UPI,2016-02-12,2016-04-12
1772,CA-2016-164574,"Standard Class",RH-19555,"Ritsa Hightower",consumer,"United States",Charlotte,"North Carolina",28205,South,OFF-ST-10003816,"Office Supplies",Storage,"Fellowes High-Stak Drawer Files",704.76,5,0.2,26.43,Low,101.17,Returning,Ads,4,Yes,UPI,2016-07-29,2016-03-08
1773,CA-2017-113355,"Standard Class",SJ-20215,"Sarah Jordon",consumer,"United States","Grand Prairie",Texas,75051,Central,TEC-PH-10004912,Technology,Phones,"Cisco SPA112 2 Port Phone Adapter",219.8,5,0.2,24.73,Medium,12.77,New,Email,4,No,"Net Banking",2017-01-12,2017-05-12
1826,CA-2017-155075,"Standard Class",GW-14605,"Giulietta Weimer",consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-BI-10003650,"Office Supplies",Binders,"GBC DocuBind 300 Electric Binding Machine",631.18,4,0.7,-462.86,Medium,61.63,New,Ads,3,No,"Net Banking",2017-02-12,2017-09-12
1871,CA-2017-121503,"Second Class",FH-14275,"Frank Hawley",corporate,"United States",Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,"Hewlett-Packard Deskjet 5550 Printer",597.13,3,0.4,49.76,Low,36.5,Returning,Email,3,No,"Cash on Delivery",2017-03-07,2017-06-07
1893,CA-2017-138975,"Standard Class",SC-20380,"Shahid Collister",consumer,"United States",Atlanta,Georgia,30318,South,FUR-BO-10004695,Furniture,Bookcases,"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",1628.82,9,0,374.63,High,192.93,Returning,Direct,4,Yes,UPI,2017-05-19,2017-05-23
1899,CA-2016-155747,"Standard Class",JS-15685,"Jim Sink",corporate,"United States",Philadelphia,Pennsylvania,19140,East,FUR-TA-10003392,Furniture,Tables,"Global Adaptabilities Conference Tables",337.18,2,0.4,-118.01,High,49.45,New,Direct,1,No,"Cash on Delivery",2016-06-14,2016-06-21
1910,CA-2017-102204,"Standard Class",CJ-12010,"Caroline Jumper",consumer,"United States",Jacksonville,Florida,32216,South,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",933.26,4,0.45,-458.15,Medium,135.53,Returning,Referral,1,No,"Credit Card",2017-01-05,2017-06-05
1922,CA-2016-143406,"Standard Class",LR-17035,"Lisa Ryan",corporate,"United States",Houston,Texas,77041,Central,FUR-CH-10000513,Furniture,Chairs,"High-Back Leather Manager's Chair",454.97,5,0.3,-136.49,High,61.93,Returning,Referral,3,No,"Cash on Delivery",2016-09-26,2016-09-30
1929,US-2016-141544,"First Class",PO-18850,"Patrick O'Brill",consumer,"United States",Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",290.9,3,0.4,-67.88,Critical,39.92,Returning,Email,3,No,UPI,2016-08-30,2016-01-09
1931,CA-2017-127782,"Standard Class",TH-21115,"Thea Hudgings",corporate,"United States",Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,"Wilson Electronics DB Pro Signal Booster",859.2,4,0.4,-186.16,Low,53.25,Returning,"Social Media",3,Yes,"Net Banking",2017-02-11,2017-06-11
1934,CA-2017-119284,"Standard Class",TS-21205,"Thomas Seio",corporate,"United States",Nashville,Tennessee,37211,South,TEC-PH-10001051,Technology,Phones,"HTC One",239.98,3,0.2,27,Medium,28.7,Returning,"Social Media",3,No,"Cash on Delivery",2017-06-15,2017-06-20
1964,CA-2016-161907,"Standard Class",JH-16180,"Justin Hirsh",consumer,"United States",Philadelphia,Pennsylvania,19140,East,OFF-SU-10000646,"Office Supplies",Supplies,"Premier Automatic Letter Opener",769.18,4,0.2,-163.45,Medium,54.45,New,Email,5,No,"Credit Card",2016-05-04,2016-09-04
1970,CA-2017-121503,"Second Class",FH-14275,"Frank Hawley",corporate,"United States",Houston,Texas,77041,Central,OFF-PA-10001878,"Office Supplies",Paper,"Xerox 1891",273.9,7,0.2,92.44,High,18.93,Returning,Referral,5,No,"Credit Card",2017-03-07,2017-06-07
1985,US-2017-152842,"Standard Class",NF-18385,"Natalie Fritzler",consumer,"United States",Charlotte,"North Carolina",28205,South,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",242.35,3,0.2,15.15,Low,27.3,Returning,Direct,4,No,"Net Banking",2017-07-16,2017-07-23
2007,CA-2016-130946,"Standard Class",ZC-21910,"Zuschuss Carroll",consumer,"United States",Houston,Texas,77041,Central,TEC-AC-10001990,Technology,Accessories,"Kensington Orbit Wireless Mobile Trackball for PC and Mac",431.93,9,0.2,64.79,Medium,21.99,Returning,Ads,4,No,UPI,2016-08-04,2016-12-04
2014,CA-2017-121195,"First Class",NS-18505,"Neola Schneider",consumer,"United States",Dallas,Texas,75220,Central,OFF-ST-10000585,"Office Supplies",Storage,"Economy Rollaway Files",264.32,2,0.2,19.82,Critical,35.02,New,Ads,3,No,"Net Banking",2017-12-24,2017-12-27
2019,CA-2017-112039,"Standard Class",JC-15775,"John Castell",consumer,"United States","San Antonio",Texas,78207,Central,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",470.38,3,0.2,47.04,Critical,62.53,New,Referral,3,No,"Cash on Delivery",2017-03-25,2017-03-29
2024,CA-2017-140326,"First Class",HW-14935,"Helen Wasserman",corporate,"United States",Chicago,Illinois,60653,Central,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,9,0.3,-117.88,Low,51.96,New,Email,5,No,UPI,2017-04-09,2017-06-09
2101,CA-2017-166142,"Standard Class",MM-17260,"Magdelene Morse",consumer,"United States",Wilmington,Delaware,19805,East,FUR-TA-10004607,Furniture,Tables,"Hon 2111 Invitation Series Straight Table",310.44,3,0.3,-48.78,Low,19.76,Returning,Email,4,No,"Net Banking",2017-07-15,2017-07-19
2149,CA-2015-166975,"Standard Class",SH-20635,"Stefanie Holloman",corporate,"United States",Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",692.47,11,0.2,190.43,Low,61.69,Returning,"Social Media",1,No,"Net Banking",2015-11-26,2015-11-30
2161,US-2015-157154,"Standard Class",MM-17920,"Michael Moore",consumer,"United States","New York City","New York",10011,East,FUR-TA-10001889,Furniture,Tables,"Bush Advantage Collection Racetrack Conference Table",1018.1,4,0.4,-373.3,Critical,93.31,Returning,Direct,4,No,"Cash on Delivery",2015-10-01,2015-01-15
2181,CA-2016-168046,"Second Class",JD-15895,"Jonathan Doherty",corporate,"United States","New York City","New York",10024,East,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",313.72,3,0.4,-99.35,High,24.05,Returning,Ads,3,No,"Net Banking",2016-01-25,2016-01-28
2206,CA-2015-141565,"Standard Class",BG-11035,"Barry Gonzalez",consumer,"United States",Nashville,Tennessee,37211,South,OFF-BI-10000545,"Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System",1369.76,6,0.7,-913.18,Critical,187.09,Returning,"Social Media",1,No,UPI,2015-09-20,2015-09-24
2240,CA-2015-147830,"First Class",NF-18385,"Natalie Fritzler",consumer,"United States",Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,"Cubify CubeX 3D Printer Double Head Print",1799.99,2,0.7,-2639.99,Medium,0.68,Returning,Referral,3,No,"Net Banking",2015-12-15,2015-12-18
2247,US-2016-114013,"Second Class",SC-20770,"Stewart Carmichael",corporate,"United States",Philadelphia,Pennsylvania,19134,East,FUR-CH-10004287,Furniture,Chairs,"SAFCO Arco Folding Chair",386.68,2,0.3,-5.52,High,35.4,Returning,Direct,4,Yes,"Net Banking",2016-03-13,2016-03-15
2259,US-2015-114839,"Standard Class",PW-19240,"Pierre Wener",consumer,"United States",Houston,Texas,77036,Central,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",408.42,2,0.3,-5.83,Medium,32.05,Returning,Ads,5,No,"Credit Card",2015-04-26,2015-04-30
2309,CA-2015-136798,"Standard Class",DL-12925,"Daniel Lacy",consumer,"United States",Minneapolis,Minnesota,55407,Central,TEC-PH-10000441,Technology,Phones,"VTech DS6151",377.97,3,0,105.83,Medium,52.02,New,Ads,4,Yes,"Cash on Delivery",2015-08-05,2015-12-05
2325,CA-2017-123036,"Standard Class",HA-14905,"Helen Abelman",consumer,"United States",Springfield,Ohio,45503,East,TEC-PH-10003580,Technology,Phones,"Cisco IP Phone 7961G-GE VoIP phone",259.9,2,0.4,-56.31,High,15.03,Returning,Direct,5,No,"Cash on Delivery",2017-10-09,2017-09-17
2336,US-2016-127971,"Standard Class",DW-13195,"David Wiener",corporate,"United States",Houston,Texas,77095,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5,0.3,-77.33,Medium,27.18,New,"Social Media",4,No,"Cash on Delivery",2016-11-20,2016-11-27
2358,CA-2017-139717,"Second Class",DM-13015,"Darrin Martin",consumer,"United States",Lancaster,Ohio,43130,East,OFF-AP-10000938,"Office Supplies",Appliances,"Avanti 1.7 Cu. Ft. Refrigerator",646.27,8,0.2,64.63,Critical,34.07,New,Referral,1,No,"Cash on Delivery",2017-08-24,2017-08-26
2399,CA-2016-146206,"Second Class",KT-16480,"Kean Thornton",consumer,"United States",Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,"KI Adjustable-Height Table",300.93,5,0.3,-34.39,Critical,41.6,Returning,Ads,5,No,UPI,2016-10-09,2016-09-14
2404,CA-2017-155957,"Standard Class",CC-12610,"Corey Catlett",corporate,"United States",Columbus,Ohio,43229,East,OFF-AP-10004708,"Office Supplies",Appliances,"Fellowes Superior 10 Outlet Split Surge Protector",213.14,7,0.2,23.98,Critical,20.2,Returning,"Social Media",1,No,"Credit Card",2017-11-26,2017-11-30
2471,CA-2017-148411,"First Class",RO-19780,"Rose O'Brian",consumer,"United States",Chicago,Illinois,60623,Central,FUR-CH-10003973,Furniture,Chairs,"GuestStacker Chair with Chrome Finish Legs",520.46,2,0.3,-14.87,Low,43.72,Returning,Direct,5,No,"Credit Card",2017-09-24,2017-09-26
2482,CA-2016-149272,"Standard Class",MY-18295,"Muhammed Yedwab",corporate,"United States",Bryan,Texas,77803,Central,FUR-CH-10000863,Furniture,Chairs,"Novimex Swivel Fabric Task Chair",528.43,5,0.3,-143.43,Medium,49.24,Returning,Ads,1,No,"Credit Card",2016-03-15,2016-03-19
2521,CA-2017-102197,"Standard Class",DK-13150,"David Kendrick",corporate,"United States","New York City","New York",10009,East,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1908",279.9,5,0,137.15,Critical,38.89,Returning,Email,3,Yes,"Cash on Delivery",2017-12-20,2017-12-26
2548,US-2015-168704,"Standard Class",FP-14320,"Frank Preis",consumer,"United States",Huntsville,Texas,77340,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",609.98,4,0.3,-113.28,Low,33.56,Returning,Email,3,No,"Credit Card",2015-04-13,2015-04-17
2553,CA-2017-118402,"Standard Class",JO-15280,"Jas O'Carroll",consumer,"United States",Memphis,Tennessee,38109,South,OFF-ST-10001418,"Office Supplies",Storage,"Carina Media Storage Towers in Natural & Black",243.92,5,0.2,-54.88,Critical,18.53,New,Email,1,No,"Net Banking",2017-09-29,2017-04-10
2565,US-2017-102183,"Standard Class",PK-19075,"Pete Kriz",consumer,"United States","New York City","New York",10035,East,OFF-BI-10001359,"Office Supplies",Binders,"GBC DocuBind TL300 Electric Binding System",4305.55,6,0.2,1453.12,Low,477.56,New,Ads,5,No,"Cash on Delivery",2017-08-21,2017-08-28
2594,CA-2017-154907,"Standard Class",DS-13180,"David Smith",corporate,"United States",Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,"Bush Mission Pointe Library",205.33,2,0.32,-36.24,Low,26.77,Returning,Email,1,No,"Cash on Delivery",2017-03-31,2017-04-04
2599,CA-2016-142335,"Standard Class",MP-17965,"Michael Paige",corporate,"United States",Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,"Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",1652.94,3,0,231.41,Low,122.99,Returning,Ads,2,Yes,"Credit Card",2016-12-15,2016-12-19
2601,CA-2017-147277,"Standard Class",EB-13705,"Ed Braxton",corporate,"United States",Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,"Chromcraft Rectangular Conference Tables",284.36,2,0.4,-75.83,High,38.95,New,Email,5,No,"Credit Card",2017-10-20,2017-10-24
2620,US-2015-163825,"First Class",LC-16885,"Lena Creighton",consumer,"United States","New York City","New York",10009,East,OFF-BI-10003527,"Office Supplies",Binders,"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind",3050.38,3,0.2,1143.89,Medium,226.52,New,Referral,4,No,UPI,2015-06-16,2015-06-19
2667,CA-2017-149888,"Standard Class",EP-13915,"Emily Phan",consumer,"United States",Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,"Bevis Rectangular Conference Tables",350.35,4,0.4,-140.14,Critical,24.78,New,Ads,2,No,"Cash on Delivery",2017-07-11,2017-11-13
2677,US-2017-169551,"First Class",RL-19615,"Rob Lucas",consumer,"United States",Philadelphia,Pennsylvania,19120,East,TEC-AC-10003033,Technology,Accessories,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",527.92,2,0.2,85.79,Critical,66.94,Returning,Email,3,No,"Net Banking",2017-07-07,2017-09-07
2770,CA-2017-166835,"Second Class",DK-13375,"Dennis Kane",consumer,"United States",Lancaster,Pennsylvania,17602,East,OFF-ST-10002574,"Office Supplies",Storage,"SAFCO Commercial Wire Shelving, Black",221.02,2,0.2,-55.26,Low,13.49,New,"Social Media",4,Yes,"Cash on Delivery",2017-12-11,2017-11-14
2830,CA-2015-145394,"Standard Class",MC-17605,"Matt Connell",corporate,"United States",Chicago,Illinois,60610,Central,TEC-PH-10001051,Technology,Phones,"HTC One",239.98,3,0.2,27,High,21.82,New,Direct,1,No,"Cash on Delivery",2015-11-16,2015-11-20
2852,CA-2015-146563,"Standard Class",CB-12025,"Cassandra Brandow",consumer,"United States",Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,"Hon Racetrack Conference Tables",918.79,5,0.3,-118.13,High,74.71,Returning,Ads,4,No,"Cash on Delivery",2015-08-24,2015-08-28
2895,CA-2016-119865,"Standard Class",AS-10090,"Adam Shillingsburg",consumer,"United States","New York City","New York",10011,East,FUR-BO-10003272,Furniture,Bookcases,"O'Sullivan Living Dimensions 5-Shelf Bookcases",353.57,2,0.2,-44.2,Medium,43.08,Returning,"Social Media",1,No,"Cash on Delivery",2016-06-21,2016-06-26
2942,CA-2017-115882,"First Class",DB-13555,"Dorothy Badders",corporate,"United States",Raleigh,"North Carolina",27604,South,OFF-AP-10002534,"Office Supplies",Appliances,"3.6 Cubic Foot Counter Height Office Refrigerator",942.78,4,0.2,94.28,High,122.59,New,"Social Media",4,No,"Net Banking",2017-09-14,2017-09-17
2943,CA-2017-113355,"Standard Class",SJ-20215,"Sarah Jordon",consumer,"United States","Grand Prairie",Texas,75051,Central,FUR-CH-10002602,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",317.06,3,0.3,-18.12,Critical,36.64,Returning,Referral,2,No,"Cash on Delivery",2017-01-12,2017-05-12
3017,CA-2017-100223,"Standard Class",LS-16945,"Linda Southworth",corporate,"United States",Dallas,Texas,75220,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.03,9,0.6,-348.63,Medium,46.17,Returning,Email,4,No,"Credit Card",2017-05-07,2017-10-07
3020,CA-2017-147228,"Standard Class",SO-20335,"Sean O'Donnell",consumer,"United States",Columbia,Tennessee,38401,South,OFF-ST-10000046,"Office Supplies",Storage,"Fellowes Super Stor/Drawer Files",258.48,2,0.2,-3.23,Critical,36.6,Returning,Email,3,No,UPI,2017-09-09,2017-09-14
3021,CA-2017-161774,"First Class",GT-14710,"Greg Tran",consumer,"United States",Houston,Texas,77041,Central,FUR-CH-10003981,Furniture,Chairs,"Global Commerce Series Low-Back Swivel/Tilt Chairs",899.43,5,0.3,-12.85,Critical,88.98,New,"Social Media",2,No,"Cash on Delivery",2017-05-14,2017-05-15
3059,CA-2016-108210,"Same Day",AT-10735,"Annie Thurman",consumer,"United States",Houston,Texas,77041,Central,TEC-AC-10000109,Technology,Accessories,"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",223.96,5,0.2,11.2,High,32.75,Returning,Email,4,No,"Net Banking",2016-05-30,2016-05-31
3081,CA-2017-100902,"Standard Class",CK-12595,"Clytie Kelty",consumer,"United States",Charlotte,"North Carolina",28205,South,TEC-AC-10003174,Technology,Accessories,"Plantronics S12 Corded Telephone Headset System",431.16,5,0.2,107.79,Critical,38.66,Returning,"Social Media",3,No,"Cash on Delivery",2017-11-17,2017-11-21
3101,CA-2015-126557,"Second Class",RL-19615,"Rob Lucas",consumer,"United States",Chicago,Illinois,60610,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",383.61,9,0.3,-5.48,High,30.18,Returning,Email,5,No,UPI,2015-12-07,2015-07-17
3132,CA-2016-119165,"Standard Class",BD-11320,"Bill Donatelli",consumer,"United States",Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Chairs,"Hon Olson Stacker Stools",492.84,5,0.3,-14.08,High,34.65,New,"Social Media",5,No,"Net Banking",2016-10-31,2016-06-11
3136,CA-2016-147368,"First Class",TC-21295,"Toby Carlisle",consumer,"United States",Tallahassee,Florida,32303,South,TEC-MA-10002178,Technology,Machines,"Cisco CP-7937G Unified IP Conference Station Phone",695.7,2,0.5,-27.83,High,90.69,New,"Social Media",5,No,"Cash on Delivery",2016-09-06,2016-12-06
3159,CA-2016-162390,"Standard Class",DP-13105,"Dave Poirier",corporate,"United States",Hempstead,"New York",11550,East,OFF-BI-10001721,"Office Supplies",Binders,"Trimflex Flexible Post Binders",222.35,13,0.2,77.82,Medium,18.61,Returning,"Social Media",4,No,UPI,2016-06-12,2016-12-12
3168,CA-2017-151750,"Standard Class",JM-15250,"Janet Martin",consumer,"United States",Huntsville,Texas,77340,Central,FUR-CH-10003199,Furniture,Chairs,"Office Star - Contemporary Task Swivel Chair",310.74,4,0.3,-26.64,Critical,30.94,Returning,"Social Media",4,No,"Net Banking",2017-01-01,2017-05-01
3174,CA-2017-124674,"Standard Class",JB-16000,"Joy Bell-",consumer,"United States",Brownsville,Texas,78521,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.73,2,0.32,-14.46,Critical,18.81,Returning,Direct,4,No,UPI,2017-11-17,2017-11-23
3188,CA-2017-162075,"Standard Class",TT-21220,"Thomas Thornton",consumer,"United States",Houston,Texas,77041,Central,TEC-PH-10001557,Technology,Phones,"Pyle PMP37LED",537.54,7,0.2,47.04,Low,41.81,New,Direct,2,No,"Credit Card",2017-03-18,2017-03-24
3231,US-2017-161935,"Standard Class",JL-15835,"John Lee",consumer,"United States",Columbus,Ohio,43229,East,TEC-PH-10000560,Technology,Phones,"Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)",1889.95,9,0.4,-377.99,Critical,176.7,Returning,"Social Media",4,No,"Net Banking",2017-07-14,2017-07-18
3314,CA-2016-137050,"Second Class",SW-20755,"Steven Ward",corporate,"United States","New York City","New York",10009,East,FUR-BO-10004695,Furniture,Bookcases,"O'Sullivan 2-Door Barrister Bookcase in Odessa Pine",579.14,4,0.2,21.72,Low,42.87,New,Ads,3,No,UPI,2016-07-14,2016-07-18
3418,CA-2017-152583,"Same Day",RA-19945,"Ryan Akin",consumer,"United States",Dallas,Texas,75217,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251.01,2,0.3,-68.13,Low,16.51,Returning,Referral,3,No,"Net Banking",2017-10-30,2017-10-30
3444,CA-2017-151750,"Standard Class",JM-15250,"Janet Martin",consumer,"United States",Huntsville,Texas,77340,Central,OFF-ST-10002743,"Office Supplies",Storage,"SAFCO Boltless Steel Shelving",454.56,5,0.2,-107.96,High,54.68,Returning,Email,3,No,"Credit Card",2017-01-01,2017-05-01
3465,CA-2017-117667,"Standard Class",MS-17980,"Michael Stewart",corporate,"United States",Philadelphia,Pennsylvania,19134,East,TEC-AC-10000580,Technology,Accessories,"Logitech G13 Programmable Gameboard with LCD Display",255.97,4,0.2,-28.8,Critical,33.84,Returning,Email,5,No,UPI,2017-04-12,2017-09-12
3506,CA-2016-102813,"First Class",EA-14035,"Erin Ashbrook",corporate,"United States",Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0,High,48,Returning,Referral,4,No,"Credit Card",2016-02-07,2016-03-07
3508,US-2016-131611,"Standard Class",EP-13915,"Emily Phan",consumer,"United States",Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,"Laminate Occasional Tables",863.13,8,0.3,-160.3,High,90.36,Returning,"Social Media",4,No,"Cash on Delivery",2016-05-11,2016-09-11
3530,CA-2017-110198,"First Class",AG-10900,"Arthur Gainer",consumer,"United States","Coral Springs",Florida,33065,South,FUR-BO-10001798,Furniture,Bookcases,"Bush Somerset Collection Bookcase",314.35,3,0.2,-15.72,High,41.71,Returning,Referral,3,No,UPI,2017-01-05,2017-02-05
3531,CA-2017-167941,"Second Class",JF-15565,"Jill Fjeld",consumer,"United States",Fayetteville,"North Carolina",28314,South,OFF-ST-10000736,"Office Supplies",Storage,"Carina Double Wide Media Storage Towers in Natural & Black",259.14,4,0.2,-51.83,Medium,38.46,New,"Social Media",3,Yes,UPI,2017-06-11,2017-09-11
3540,CA-2016-106950,"Standard Class",JE-15715,"Joe Elijah",consumer,"United States",Charlotte,"North Carolina",28205,South,FUR-TA-10001768,Furniture,Tables,"Hon Racetrack Conference Tables",472.52,3,0.4,-149.63,Medium,49.28,Returning,Referral,4,No,UPI,2016-02-09,2016-06-09
3549,US-2017-116659,"Same Day",NG-18355,"Nat Gilpin",corporate,"United States",Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,"Jabra SPEAK 410 Multidevice Speakerphone",370.78,3,0.4,-92.7,Low,40.82,Returning,"Social Media",5,No,"Net Banking",2017-12-11,2017-12-11
3566,CA-2015-146486,"Second Class",DV-13465,"Dianna Vittorini",consumer,"United States",Oceanside,"New York",11572,East,TEC-AC-10002637,Technology,Accessories,"LogitechÂ VX Revolution Cordless Laser Mouse for Notebooks (Black)",899.95,5,0,54,Low,58.03,Returning,Email,3,Yes,"Credit Card",2015-09-11,2015-11-14
3607,CA-2016-123932,"Standard Class",YC-21895,"Yoseph Carroll",corporate,"United States",Dallas,Texas,75217,Central,TEC-PH-10002447,Technology,Phones,"AT&T CL83451 4-Handset Telephone",329.58,2,0.2,37.08,Medium,34.11,Returning,Ads,4,Yes,"Net Banking",2016-06-09,2016-12-09
3612,CA-2015-137512,"Standard Class",AG-10675,"Anna Gayman",consumer,"United States",Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,"Chromcraft Round Conference Tables",244.01,2,0.3,-31.37,Low,23.98,Returning,Email,5,No,"Cash on Delivery",2015-07-05,2015-12-05
3621,CA-2017-137449,"First Class",ME-17725,"Max Engle",consumer,"United States",Dallas,Texas,75220,Central,FUR-BO-10000780,Furniture,Bookcases,"O'Sullivan Plantations 2-Door Library in Landvery Oak",410,3,0.32,-96.47,Low,48.75,Returning,Direct,5,No,"Cash on Delivery",2017-06-29,2017-06-30
3639,CA-2017-131282,"Second Class",CB-12025,"Cassandra Brandow",consumer,"United States",Waco,Texas,76706,Central,OFF-BI-10004632,"Office Supplies",Binders,"Ibico Hi-Tech Manual Binding System",243.99,4,0.8,-426.99,Low,13.41,New,"Social Media",3,Yes,"Credit Card",2017-05-02,2017-08-02
3653,CA-2017-107167,"Standard Class",ND-18460,"Neil Ducich",corporate,"United States",Jacksonville,Florida,32216,South,OFF-ST-10003805,"Office Supplies",Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,8,0.2,84.22,Medium,81.73,New,Referral,2,No,"Cash on Delivery",2017-10-06,2017-06-14
3690,CA-2015-162950,"Second Class",DW-13585,"Dorothy Wardle",corporate,"United States",Troy,Ohio,45373,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,0.5,-376.69,High,69.08,Returning,"Social Media",3,No,"Credit Card",2015-06-28,2015-03-07
3704,US-2016-152051,"Standard Class",TS-21160,"Theresa Swint",corporate,"United States",York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.06,3,0.3,-18.09,Low,44,New,Referral,3,No,UPI,2016-06-25,2016-06-29
3736,CA-2015-114811,"Same Day",KD-16495,"Keith Dawkins",corporate,"United States","New York City","New York",10024,East,TEC-MA-10000045,Technology,Machines,"Zebra ZM400 Thermal Label Printer",4643.8,4,0,2229.02,Low,388.47,Returning,Ads,3,Yes,UPI,2015-08-11,2015-08-11
3747,CA-2017-125199,"Standard Class",HM-14860,"Harry Marie",corporate,"United States",Philadelphia,Pennsylvania,19120,East,TEC-PH-10001336,Technology,Phones,"Digium D40 VoIP phone",309.58,4,0.4,-56.76,High,36.57,Returning,Direct,4,Yes,UPI,2017-10-19,2017-10-25
3768,CA-2016-131296,"Standard Class",MS-17830,"Melanie Seite",consumer,"United States",Baltimore,Maryland,21215,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.37,2,0.3,-23.94,Critical,35.17,Returning,"Social Media",1,No,"Cash on Delivery",2016-04-10,2016-09-10
